"2015_2" "2015_3" "2016_0" "2016_1" "2016_2" "2016_3" "2017_0" "2017_1" "2017_2" "2017_3" "2018_0" "2018_1" "2018_2" "2018_3" "2019_0" "2019_1" "2019_2" "2019_3" "2020_0" "2020_1" "2020_2" "2020_3" "2021_0"
"do" 0.838884776708611 1.10151830902054 1.06457336415936 0.782013685239492 0.690039729560187 0.647736687504707 0.798360125148344 0.713804713804714 0.86408018664132 0.770161033670677 0.666782628862991 0.847703933346251 0.926357673536635 0.874431619447359 1.03774660736686 1.10882560905059 1.1301799916283 1.34062055781579 1.33851190858317 1.12723903644225 1.0380514648407 0.873622319026875 0.398247710075667
"will" 0.945801463936179 1.32479904733552 1.28501532340448 1.33844649973682 1.31037847633652 1.34066430669579 1.2191174884022 1.18518518518519 1.01097381837034 1.09477436191204 0.70736939757639 0.900988180585158 0.792688613261214 0.936613423496949 0.923708518645228 0.925628334511795 0.780538251298845 0.664183128278026 0.728638377094434 1.15812229771464 0.969264921989807 1.12356875907544 0.836320191158901
"on" 1.22542972283905 2.03185471866627 1.2635087907952 1.48883374689826 0.96187356241723 1.05445507268208 0.927823929226454 1.11784511784512 0.976410610904692 0.821080771434027 0.945091900040587 0.978492540205387 1.19680437688458 0.948272511756247 0.824875508419812 0.825994729060873 0.819934503730333 0.850448507426107 0.860242665468319 0.80296479308215 0.884845073945534 0.773643743007451 0.726802070888092
"great" 1.21720536228308 1.07919023518904 1.01618366578848 1.09782690427852 0.899142677911759 0.903818633727499 0.787571474808501 1.1043771043771 1.06281862956882 1.24753357520209 0.887110801878588 0.886456113156365 0.861077434797476 0.975477051027943 0.691831071577907 0.822780741788263 0.886415679708468 0.794078721631293 0.850613083392181 0.966646077825818 0.925491667448332 0.787926396724511 0.617283950617284
"we" 0.904679661156345 0.491217624292944 0.645195978278402 0.601548988645763 0.843381891684673 1.24275062137531 0.873880677527241 1.09090909090909 1.05417782770241 1.0502195913691 1.02046732765119 1.0172447200155 0.93257483913084 0.92884069799075 0.999733911126316 0.88706048724047 0.920887400586019 0.757315817852066 0.760736984014894 0.935762816553428 0.903605040177594 1.01168797162513 0.766626841895659
"that" 0.74019245003701 0.662399523667758 0.838754771761923 0.721858786374915 0.794591203735973 0.655268509452437 0.712050922429604 0.861952861952862 0.656700941847403 0.738336197568582 0.852322142981388 0.896144158108894 0.994746495072896 0.734522560335782 0.999733911126316 1.02526193996272 1.15480264939798 1.09063281211705 1.00468639661039 0.855466337245213 0.753525310321108 0.649860744126259 0.726802070888092
"you" 1.42281437618225 1.11640369157487 1.38717135329856 1.75953079178886 1.42887014706907 1.60427807486631 0.647319020390549 0.565656565656566 0.691264149313056 0.738336197568582 0.487041224560793 0.4747142026739 0.481830333550934 0.785045276126074 0.452351085262478 0.588159670887703 0.632802304680767 0.745061516592324 0.853822944084227 0.966646077825818 0.681612106431542 1.05215549049013 0.796495420151334
"they" 0.501685993913973 0.461446859184281 0.424754019033281 0.436123016768178 0.473966682930229 0.421782029072833 0.658107670730392 0.471380471380471 0.518448111984792 0.439182738208898 0.655186409230591 0.833171865917458 0.910814759551121 0.769499825113676 0.790664081803322 0.845278652696535 1.15234038362101 0.889662271457281 0.901970854464916 1.07164916615195 0.900478379138918 0.668904282415673 0.975706889685384
"it" 0.838884776708611 0.721941053885085 0.661325877735362 0.624107075719979 0.613368648497944 0.53475935828877 0.927823929226454 0.929292929292929 0.67398254558023 0.655591623703138 0.597205311068592 0.692695214105793 0.836208772420653 0.730636197582682 0.809670429923595 0.764928970881275 0.812547706399429 0.867604529189746 0.927649740001284 0.756639901173564 0.834818497326705 0.699850032135971 0.935882118677818
"our" 0.633275762809442 0.17862459065198 0.284961557072961 0.345890668471314 0.634278943333101 0.482036604654666 0.636530370050707 0.686868686868687 0.803594573576428 1.08840939469162 1.03786165709979 0.988180585157915 0.907706176754018 0.936613423496949 0.836279317291975 0.787426881789548 0.854406224607884 0.583304739963727 0.783206008859216 0.873996294008647 0.847325141481412 0.785545954438335 0.647152528872959
"with" 0.526359075581874 0.692170288776422 0.532286682079682 0.706820061658771 0.738830417508887 0.466972960759208 0.927823929226454 0.7003367003367 0.9159249978398 0.961110050283241 0.68417695831159 0.993024607634179 0.789580030464111 0.753954374101279 0.802067890675486 0.838850678151315 0.829783566838205 0.821038184402725 0.664441163253515 0.605311920938851 0.559672325923147 0.521316860672713 0.438072481083234
"he" 0.608602681141541 0.721941053885085 0.940910801656003 0.624107075719979 0.320624520805743 0.225954658431875 0.463911964613227 0.282828282828283 0.380195282122181 0.381898033225129 0.318896039890996 0.547374539817865 0.640368056203177 0.823908903657067 0.551184095487893 0.511023976345054 0.615566444241991 0.713200333316994 0.818514476471721 0.670166769610871 0.781665259669199 0.797448165869219 0.228992433293509
"this" 0.296076980014804 0.349806490026794 0.327974622291521 0.473719828558538 0.257893636300272 0.527227536341041 0.431546013593699 0.538720538720539 0.328350470923702 0.394627967665967 0.492839334376993 0.518310404960279 0.441418757188598 0.520772608915316 0.448549815638423 0.56566175997943 0.46044370029301 0.745061516592324 0.773576426783078 0.580605311920939 0.597192258387268 0.595110571544193 0.647152528872959
"at" 0.674397565589275 1.16850253051503 0.682832410344642 0.556432814497331 0.620338746776329 0.836032236197936 0.765994174128816 0.646464646464647 0.613496932515337 0.477372541531411 0.458050675479794 0.576438674675451 0.512916161521962 0.470249893125024 0.406735849773824 0.466028154528508 0.524462610494177 0.431351404342924 0.327405790588688 0.44780728844966 0.268892849326205 0.352305458354162 0.368379131819992
