"2015_2" "2015_3" "2016_0" "2016_1" "2016_2" "2016_3" "2017_0" "2017_1" "2017_2" "2017_3" "2018_0" "2018_1" "2018_2" "2018_3" "2019_0" "2019_1" "2019_2" "2019_3" "2020_0" "2020_1" "2020_2" "2020_3" "2021_0"
"politico" 0.634249471458774 1.97628458498024 0.58252427184466 0.749063670411985 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.210526315789474 0.194931773879142 0 0
"abeshinzo" 0 0 0 0 0 0 0 0 0 0 0 2.36220472440945 1.62162162162162 1.18577075098814 0 2.17391304347826 0 0 0 0 0.194931773879142 0 0
"bretbaier" 0 0.790513833992095 0 0.749063670411985 0 0 0 0 0 0 0 0 0.540540540540541 0 0 0.483091787439614 0.230414746543779 0.182149362477231 0.481927710843373 0.421052631578947 0.779727095516569 0 0
"gstephanopoulos" 0.211416490486258 1.77865612648221 0.776699029126214 0 0 0 0 0 0 0 0 0 0 0 0 0 0.460829493087558 0.182149362477231 0.240963855421687 0 0 0.200803212851406 0
"kilmeade" 0 0.197628458498024 0 0 0 0 0 0 0 0 0 0 0.540540540540541 0 0 0.483091787439614 0.460829493087558 0.910746812386157 0.72289156626506 0.210526315789474 0.389863547758285 0 1.15606936416185
"macys" 3.17124735729387 0.395256916996047 0.388349514563107 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"cnbc" 0 1.77865612648221 0 0 0 0.574712643678161 0 0 0 0 0 0 0 0 0 0 0.460829493087558 0.182149362477231 0.481927710843373 0 0.389863547758285 0.200803212851406 0
"gopleader" 0 0 0 0 0 0 0 0 0.793650793650794 0.561797752808989 0.78740157480315 0 0 0.395256916996047 0 0 1.15207373271889 0.546448087431694 0.240963855421687 0.631578947368421 0 0.200803212851406 0.578034682080925
"greta" 0 0.790513833992095 0.970873786407767 1.49812734082397 2.22222222222222 0 0 0 0.793650793650794 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ivankatrump" 0 0.395256916996047 0.776699029126214 1.49812734082397 1.66666666666667 0.574712643678161 0 0.833333333333333 1.58730158730159 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"meetthepress" 0 1.38339920948617 0.776699029126214 1.12359550561798 0.555555555555556 0 0.862068965517241 0 0 0 0 0 0 0 0 0 0 0 0.240963855421687 0 0 0 0
"newsmax" 0.634249471458774 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.230414746543779 0 0 0 0.194931773879142 2.00803212851406 1.15606936416185
"erictrump" 0 0.197628458498024 0.776699029126214 0.749063670411985 3.33333333333333 0 0.862068965517241 0 0 0 0 0 0 0 0 0.241545893719807 0.230414746543779 0 0 0 0 0 0
"nbc" 0.634249471458774 0.988142292490119 0.58252427184466 0 0 0.574712643678161 0.862068965517241 0 0.793650793650794 0 0.78740157480315 0 0 0 0 0 0 0 0 0.210526315789474 0 0 0
"cbsnews" 0.211416490486258 1.38339920948617 0.776699029126214 0 0 0 0 0 0 0.561797752808989 0 0 0 0.395256916996047 0 0 0 0 0 0.210526315789474 0 0 0
"petehegseth" 0 0 0 0 0 0 0 0 0 0 0 0.78740157480315 0.540540540540541 0.395256916996047 0.684931506849315 0 0.230414746543779 0.364298724954463 0.72289156626506 0.421052631578947 0.194931773879142 0.401606425702811 0
"tedcruz" 0.422832980972516 0 1.74757281553398 0 0 0.574712643678161 0 0 0 0 0 0 0 0 0 0 0.230414746543779 0 0 0 0 0.401606425702811 0
"usnavy" 0 0 0 0 0 0 0 0.833333333333333 3.17460317460317 1.12359550561798 0.78740157480315 1.5748031496063 1.08108108108108 0.395256916996047 0 0 0 0.182149362477231 0 0 0 0.200803212851406 0
"mattbevin" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.241545893719807 0 2.36794171220401 0 0 0 0 0
"mittromney" 0.211416490486258 0.790513833992095 0.58252427184466 0.374531835205993 0 0 0 0 0 0 0.78740157480315 0 0 0 0 0.241545893719807 0 0 0.481927710843373 0 0 0.200803212851406 0
"randpaul" 0.211416490486258 0.592885375494071 0 0 0 0 0 0.833333333333333 0 0.561797752808989 0 0 1.62162162162162 0 1.36986301369863 0 0 0 0 0.210526315789474 0.194931773879142 0.200803212851406 0
"sentedcruz" 0.211416490486258 0.197628458498024 0.776699029126214 0.374531835205993 0 0.574712643678161 0 0 0 0 0 0 0 0 0 0 0 0 0.72289156626506 0 0 0 1.73410404624277
"andersoncooper" 0.634249471458774 0.592885375494071 0.970873786407767 0.374531835205993 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.200803212851406 0
"gop" 0.211416490486258 0.790513833992095 0 0.749063670411985 0.555555555555556 0 1.72413793103448 0 0 0 0 0 0 0 0.684931506849315 0.241545893719807 0 0 0 0 0 0.200803212851406 0
"marcorubio" 0.211416490486258 0.592885375494071 0.388349514563107 0.374531835205993 0 0 0.862068965517241 0 0 0 0 0 0 0.395256916996047 0 0.241545893719807 0 0.182149362477231 0.240963855421687 0 0.194931773879142 0 0
"marthamaccallum" 0 0 0.194174757281553 0.374531835205993 0 0 0 0.833333333333333 0 0 0.78740157480315 0 0 0.395256916996047 1.36986301369863 0.241545893719807 0.230414746543779 0.182149362477231 0.240963855421687 0.210526315789474 0 0 0.578034682080925
"netanyahu" 0 0 0.194174757281553 0 0 0 0 1.66666666666667 0 1.12359550561798 0.78740157480315 0.78740157480315 0 0 0 0.72463768115942 0.460829493087558 0 0.240963855421687 0 0 0 0
"todayshow" 0.422832980972516 0.988142292490119 0 1.49812734082397 0 0 0.862068965517241 0 0 0 0 0 0 0.395256916996047 0 0 0 0 0 0 0 0 0
"ap" 0.634249471458774 1.18577075098814 0.194174757281553 0.749063670411985 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"cdcgov" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.481927710843373 1.68421052631579 0.194931773879142 0 0.578034682080925
"donaldjtrumpjr" 0 0.197628458498024 0.388349514563107 0.749063670411985 2.22222222222222 0 0.862068965517241 0 0 0 0 0 0 0 0 0 0 0.182149362477231 0 0 0 0.200803212851406 0
"ericbolling" 1.26849894291755 0.197628458498024 0.388349514563107 0 0.555555555555556 0.574712643678161 0 0 0 0 0 0 0 0 0 0.241545893719807 0 0 0 0 0 0 0
"gma" 0 1.18577075098814 0.194174757281553 0.374531835205993 0 0 0 0 0 0 0 0 0 0 0 0 0 0.728597449908925 0 0 0 0 0
"greggutfeld" 0.211416490486258 0 0 0 0 0 0 0 0 0 0 0.78740157480315 0.540540540540541 0 0.684931506849315 0 0 0.910746812386157 0.481927710843373 0 0.194931773879142 0 0
"krauthammer" 1.69133192389006 0.197628458498024 0.58252427184466 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"nycmayor" 0 0 0 0 0 0 0 0 0 1.12359550561798 0 0 0 0 0 0 0.230414746543779 0 0 0.421052631578947 1.364522417154 0 0
"nydailynews" 0.634249471458774 0.197628458498024 1.35922330097087 0.374531835205993 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ainsleyearhardt" 0 0 0 0 0 0 0.862068965517241 0.833333333333333 0 0 0 0 0.540540540540541 0 0 0.241545893719807 0.691244239631336 0.546448087431694 0 0.210526315789474 0 0 0
"chuckgrassley" 0 0 0 0 0.555555555555556 0 0 0 0.793650793650794 0 0 0 0 0.395256916996047 0 0 0.230414746543779 0.546448087431694 0 0 0.389863547758285 0.401606425702811 0
"washtimes" 0.634249471458774 0 0 0 0 0.574712643678161 0 0 0.793650793650794 0 0 0 0.540540540540541 0 0 0 0 0.364298724954463 0 0.210526315789474 0.194931773879142 0.200803212851406 0
"barbarajwalters" 0 1.38339920948617 0.58252427184466 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"byronyork" 0 0.197628458498024 0 0 0 0 0 0 0 0 0 0 0 0 0 0.966183574879227 0.691244239631336 0.364298724954463 0 0 0 0 0
"drudge" 0.634249471458774 0.197628458498024 0.388349514563107 0 0 0.574712643678161 0 0 0 0 0 0 0.540540540540541 0 0.684931506849315 0 0 0 0 0 0 0.200803212851406 0
"glennbeck" 0 0.592885375494071 1.35922330097087 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"jaketapper" 0 0.790513833992095 0.776699029126214 0.374531835205993 0 0 0 0 0 0 0 0 0 0.395256916996047 0 0 0 0 0 0 0 0 0
"nra" 0 0 0 1.12359550561798 0 0 0 0 0 0 0.78740157480315 1.5748031496063 0 0 0 0.483091787439614 0 0 0 0 0.389863547758285 0 0
"repdougcollins" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.241545893719807 0.460829493087558 0.182149362477231 0.963855421686747 0 0 0.200803212851406 0.578034682080925
"sendavidperdue" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.200803212851406 5.20231213872832
"tigerwoods" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.395256916996047 0.684931506849315 1.69082125603865 0 0.182149362477231 0 0 0 0 0
"time" 1.26849894291755 0 0.58252427184466 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.194931773879142 0 0
"uscg" 0 0 0 0 0.555555555555556 0 0 0 0.793650793650794 0.561797752808989 0 0 0.540540540540541 0.395256916996047 0 0 0 0.546448087431694 0 0 0.389863547758285 0 0
"cnnpolitics" 1.47991543340381 0 0.194174757281553 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.182149362477231 0 0 0 0 0
"facethenation" 0 0.592885375494071 0 1.49812734082397 0 0 0 0.833333333333333 0 0 0 0 0 0 0.684931506849315 0 0 0 0 0 0 0 0
"gavinnewsom" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.395256916996047 0 0 0.230414746543779 0.182149362477231 0.240963855421687 1.05263157894737 0 0 0
"geoffduncanga" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.20231213872832
"jim" 0 0 0 0 0 0 0 2.5 0 0 0 0 0 0 0 0 0.230414746543779 0 0 0.210526315789474 0.389863547758285 0 1.15606936416185
"kloeffler" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.20231213872832
"kthopkins" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.84331797235023 0.182149362477231 0 0 0 0 0
"melaniatrump" 0 0 0.776699029126214 1.87265917602996 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"morningmika" 0 0.395256916996047 0.58252427184466 0 1.66666666666667 0.574712643678161 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"narendramodi" 0 0 0 0 0 0 0 0 1.58730158730159 0 0 0 0 0 0 0.483091787439614 0.230414746543779 0 0.240963855421687 0.421052631578947 0 0.200803212851406 0
"nygovcuomo" 0 0 0 0 0 0 0 0 0 1.12359550561798 0 0 0 0 0 0 0 0 0 0.210526315789474 0.779727095516569 0.401606425702811 0
"petestauber" 0 0 0 0 0 0 0 0 0 0 0 0 1.62162162162162 1.58102766798419 0 0 0 0 0 0 0.194931773879142 0.200803212851406 0
"robertjeffress" 0 0.197628458498024 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.230414746543779 0.728597449908925 0.240963855421687 0.210526315789474 0.194931773879142 0 0
"scottwalker" 0.422832980972516 0.197628458498024 0 0 1.66666666666667 0.574712643678161 0 0 0 0 0 0 0 0.790513833992095 0 0 0 0 0 0 0 0 0
"secazar" 0 0 0 0 0 0 0 0 0 0 0 0 0.540540540540541 0 0 0 0.230414746543779 0.182149362477231 0.240963855421687 1.05263157894737 0 0 0
"secpompeo" 0 0 0 0 0 0 0 0 0 0 0 0.78740157480315 1.08108108108108 1.18577075098814 0 0 0 0.182149362477231 0 0 0 0.200803212851406 0.578034682080925
"stevedaines" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.684931506849315 0 0 0 0.240963855421687 0.842105263157895 0.584795321637427 0 0
"stevedoocy" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.684931506849315 0 0.460829493087558 0.910746812386157 0.240963855421687 0 0 0 0
"thebrodyfile" 0.845665961945032 0 0.58252427184466 0 0 0 1.72413793103448 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"trish" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.36986301369863 0.241545893719807 0.230414746543779 0.364298724954463 0.72289156626506 0 0 0 0
"ac" 0.422832980972516 0 0.58252427184466 0.749063670411985 0 0.574712643678161 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"brithume" 0 0.197628458498024 0.58252427184466 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.182149362477231 0.72289156626506 0 0 0 0
"congress" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.240963855421687 0.210526315789474 0.389863547758285 0.803212851405622 0
"cspan" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.60642570281124 0
"devinnunes" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.483091787439614 0.230414746543779 0.182149362477231 0.72289156626506 0.210526315789474 0 0 0
"donlemon" 0 0.197628458498024 1.16504854368932 0 0 0.574712643678161 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"frankluntz" 0.845665961945032 0.197628458498024 0.388349514563107 0 0 0 0 0 0 0 0 0 0 0 0 0.241545893719807 0 0 0 0 0 0 0
"jimmyfallon" 0 0.790513833992095 0.388349514563107 0 0 0.574712643678161 0 0 0 0 0 0 0.540540540540541 0 0 0 0 0 0 0 0 0 0
"joniernst" 0 0 0 0 1.66666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0.546448087431694 0 0 0.389863547758285 0 0
"judicialwatch" 0 0 0 0 0 0 0 0 0 0 0 0 1.08108108108108 0.395256916996047 0 0.72463768115942 0.460829493087558 0 0 0 0 0 0
"justintrudeau" 0 0 0 0 0 0 1.72413793103448 0 0.793650793650794 0 0 1.5748031496063 0 0 0 0 0.230414746543779 0.182149362477231 0 0.210526315789474 0 0 0
"katiepavlich" 0 0 0.194174757281553 0 0 0.574712643678161 0 0 0 0 0 0 0 0.395256916996047 0.684931506849315 0.241545893719807 0.230414746543779 0.182149362477231 0.240963855421687 0 0 0 0
"marshablackburn" 0 0 0 0 0 0.574712643678161 0 0 0 0 0 0.78740157480315 0 0 0 0 0.230414746543779 0 0 0.210526315789474 0 0.803212851405622 0
"repmarkmeadows" 0 0 0 0 0 0 0 2.5 0 0 0 0 0 0 0 0 0 0.546448087431694 0.240963855421687 0.210526315789474 0 0 0
"rudygiuliani" 0 0 0 0 0 0 0.862068965517241 0 0 0 0 0 0 0 0 0.241545893719807 0.460829493087558 0.182149362477231 0 0.210526315789474 0 0.200803212851406 0.578034682080925
"secretservice" 0 0 0 0 0 0 0 0 0 0 0.78740157480315 0 0 0 0 0 0.230414746543779 0 0 0.842105263157895 0.194931773879142 0 0.578034682080925
"senategop" 0 0 0 0 0 0 0 0 0.793650793650794 1.12359550561798 0 0 0 0 0 0 0 0 0.240963855421687 0.631578947368421 0 0.200803212851406 0
"speakerryan" 0 0.197628458498024 0 0.374531835205993 0 0 1.72413793103448 0 0.793650793650794 1.12359550561798 0.78740157480315 0 0 0 0 0 0 0 0 0 0 0 0
"stevescalise" 0 0 0 0 0 0 0 0 1.58730158730159 1.12359550561798 0 0 0 0.395256916996047 0 0 0 0.364298724954463 0.240963855421687 0 0 0 0
"teamcavuto" 0.211416490486258 0 0.388349514563107 0 0 0 0 0 0 0 0 0 0 0 0 0.241545893719807 0 0.182149362477231 0.481927710843373 0.210526315789474 0 0 0
"unionleader" 0 0 1.55339805825243 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"us" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.421052631578947 0.194931773879142 0.803212851405622 0.578034682080925
